View "u " {
VT (0.905320,0.905320,0,0.848393,0.984391,0,0.785349,0.895241,0) {1.227793,-1.205243,0,1.329043,-1.113615,0,1.380679,-1.189385,0};
VT (0.905320,0.905320,0,0.895139,0.785253,0,0.984391,0.848393,0) {1.233542,-1.245026,0,1.246674,-1.380229,0,1.144317,-1.288335,0};
VT (0.839027,0.839027,0,0.905320,0.905320,0,0.785349,0.895241,0) {1.305861,-1.318617,0,1.225729,-1.235017,0,1.376823,-1.204102,0};
VT (0.839027,0.839027,0,0.895139,0.785253,0,0.905320,0.905320,0) {1.300203,-1.317032,0,1.226476,-1.383764,0,1.219419,-1.245657,0};
VT (0.994522,0.104528,0,1.094037,0.198761,0,0.978148,0.207912,0) {0.281830,-2.146164,0,0.367410,-1.946113,0,0.445810,-2.110617,0};
VT (0.207912,0.978148,0,0.198710,1.093919,0,0.104528,0.994522,0) {2.185609,-0.414631,0,1.974071,-0.355818,0,2.216398,-0.207519,0};
VT (0.913545,0.406737,0,0.983743,0.512947,0,0.866025,0.500000,0) {0.958757,-1.956061,0,0.921563,-1.754152,0,1.078468,-1.863332,0};
VT (0.500000,0.866025,0,0.512957,0.983753,0,0.406737,0.913545,0) {1.929945,-1.039742,0,1.779030,-0.912223,0,2.007789,-0.862691,0};
VT (0.809017,0.587785,0,0.852088,0.687852,0,0.743145,0.669131,0) {1.329801,-1.796051,0,1.322094,-1.627593,0,1.500850,-1.694321,0};
VT (0.669131,0.743145,0,0.688776,0.853016,0,0.587785,0.809017,0) {1.686708,-1.463662,0,1.606810,-1.262606,0,1.798780,-1.296201,0};
VT (0.913545,0.406737,0,0.997316,0.421290,0,0.983743,0.512947,0) {0.975719,-1.958867,0,0.823568,-1.873639,0,0.920755,-1.734982,0};
VT (0.406737,0.913545,0,0.512957,0.983753,0,0.421288,0.997308,0) {2.052040,-0.852257,0,1.804100,-0.908525,0,1.896291,-0.791426,0};
VT (1.322513,0.407941,0,1.288329,0.505632,0,1.205312,0.421615,0) {0.481717,-1.538180,0,0.623625,-1.475706,0,0.589212,-1.644487,0};
VT (0.505632,1.288329,0,0.407941,1.322513,0,0.421488,1.205043,0) {1.530440,-0.588926,0,1.587872,-0.447244,0,1.684413,-0.576897,0};
VT (0.809017,0.587785,0,0.914416,0.598468,0,0.852088,0.687852,0) {1.323862,-1.835573,0,1.163785,-1.778662,0,1.325095,-1.625562,0};
VT (0.587785,0.809017,0,0.688776,0.853016,0,0.598570,0.914519,0) {1.837678,-1.287549,0,1.608824,-1.259834,0,1.729970,-1.089889,0};
VT (0.743145,0.669131,0,0.852088,0.687852,0,0.777336,0.777372,0) {1.527335,-1.689903,0,1.299600,-1.620229,0,1.497341,-1.474477,0};
VT (0.669131,0.743145,0,0.777336,0.777372,0,0.688776,0.853016,0) {1.701633,-1.510811,0,1.478456,-1.464275,0,1.611524,-1.270898,0};
VT (1.246941,0.600495,0,1.198579,0.692000,0,1.130961,0.595377,0) {0.710507,-1.452908,0,0.861587,-1.398665,0,0.851821,-1.553504,0};
VT (0.692000,1.198579,0,0.600495,1.246941,0,0.595273,1.130948,0) {1.420141,-0.801627,0,1.482613,-0.667156,0,1.562877,-0.791269,0};
VT (1.098070,0.479124,0,0.983743,0.512947,0,0.997316,0.421290,0) {0.764218,-1.721965,0,0.964955,-1.803107,0,0.819526,-1.892978,0};
VT (0.479124,1.098070,0,0.421288,0.997308,0,0.512957,0.983753,0) {1.731066,-0.736822,0,1.907248,-0.796258,0,1.823321,-0.936825,0};
VT (1.098070,0.479124,0,0.997316,0.421290,0,1.056987,0.372376,0) {0.784334,-1.738189,0,0.821504,-1.888619,0,0.669765,-1.888729,0};
VT (0.479124,1.098070,0,0.372349,1.056922,0,0.421288,0.997308,0) {1.721320,-0.736154,0,1.893123,-0.659373,0,1.907547,-0.798636,0};
VT (0.994522,0.104528,0,1.100553,0.091395,0,1.094037,0.198761,0) {0.287672,-2.182976,0,0.189086,-2.024260,0,0.368215,-1.941613,0};
VT (0.104528,0.994522,0,0.198710,1.093919,0,0.091357,1.100466,0) {2.251747,-0.184321,0,1.987179,-0.349490,0,2.014318,-0.158332,0};
VT (0.000000,1.384000,0,0.088705,1.284520,0,0.103426,1.380130,0) {1.622019,-0.009439,0,1.717413,-0.130941,0,1.657423,-0.090828,0};
VT (1.384000,0.000000,0,1.380130,0.103426,0,1.284594,0.088737,0) {0.026389,-1.656470,0,0.099206,-1.604479,0,0.141228,-1.791805,0};
VT (0.951057,0.309017,0,1.056987,0.372376,0,0.997316,0.421290,0) {0.717012,-2.075276,0,0.666278,-1.846960,0,0.821653,-1.878565,0};
VT (0.309017,0.951057,0,0.421288,0.997308,0,0.372349,1.056922,0) {2.160961,-0.640089,0,1.892263,-0.789892,0,1.873636,-0.640704,0};
VT (0.307969,1.349300,0,0.206274,1.368542,0,0.187961,1.299225,0) {1.626157,-0.359115,0,1.650243,-0.227809,0,1.688797,-0.262861,0};
VT (1.368542,0.206274,0,1.349300,0.307969,0,1.299195,0.188086,0) {0.297705,-1.634970,0,0.417253,-1.628748,0,0.220246,-1.651725,0};
VT (0.000000,1.000000,0,0.104528,0.994522,0,0.091357,1.100466,0) {2.232131,-0.019814,0,2.223475,-0.182577,0,2.017080,-0.156593,0};
VT (1.000000,0.000000,0,1.100553,0.091395,0,0.994522,0.104528,0) {0.029184,-2.144651,0,0.185266,-2.021999,0,0.253560,-2.143418,0};
VT (1.023882,0.625971,0,0.914416,0.598468,0,0.983743,0.512947,0) {1.003029,-1.632365,0,1.086243,-1.672789,0,0.962409,-1.802578,0};
VT (0.625971,1.023882,0,0.512957,0.983753,0,0.598570,0.914519,0) {1.615177,-0.976468,0,1.814525,-0.949233,0,1.748807,-1.112899,0};
VT (0.866025,0.500000,0,0.983743,0.512947,0,0.914416,0.598468,0) {1.108389,-1.881148,0,0.942935,-1.775051,0,1.180736,-1.784868,0};
VT (0.500000,0.866025,0,0.598570,0.914519,0,0.512957,0.983753,0) {1.959742,-1.051234,0,1.725810,-1.088908,0,1.779815,-0.910457,0};
VT (0.307969,1.349300,0,0.187961,1.299225,0,0.258140,1.242706,0) {1.609827,-0.357309,0,1.692731,-0.260518,0,1.734946,-0.375335,0};
VT (1.349300,0.307969,0,1.241699,0.258954,0,1.299195,0.188086,0) {0.422033,-1.562512,0,0.347613,-1.684516,0,0.218469,-1.696121,0};
VT (1.288329,0.505632,0,1.193424,0.521605,0,1.205312,0.421615,0) {0.632302,-1.442507,0,0.735514,-1.612816,0,0.589513,-1.631042,0};
VT (0.505632,1.288329,0,0.421488,1.205043,0,0.520516,1.193287,0) {1.506605,-0.571325,0,1.663231,-0.570156,0,1.623211,-0.685261,0};
VT (0.406737,0.913545,0,0.421288,0.997308,0,0.309017,0.951057,0) {2.001834,-0.827707,0,1.893748,-0.792063,0,2.095982,-0.654129,0};
VT (0.951057,0.309017,0,0.997316,0.421290,0,0.913545,0.406737,0) {0.684258,-1.993790,0,0.820977,-1.872967,0,0.916496,-1.926415,0};
VT (1.246941,0.600495,0,1.130961,0.595377,0,1.193424,0.521605,0) {0.704970,-1.425533,0,0.839565,-1.535653,0,0.727733,-1.600608,0};
VT (0.600495,1.246941,0,0.520516,1.193287,0,0.595273,1.130948,0) {1.467603,-0.636672,0,1.633961,-0.686878,0,1.546684,-0.777230,0};
VT (0.000000,1.000000,0,0.091357,1.100466,0,0.000000,1.128000,0) {2.261707,-0.002224,0,2.013597,-0.158308,0,1.989466,-0.001527,0};
VT (1.000000,0.000000,0,1.128000,0.000000,0,1.100553,0.091395,0) {0.038340,-2.166950,0,0.031226,-1.978389,0,0.184449,-2.007532,0};
VT (0.000000,1.384000,0,0.000000,1.256000,0,0.088705,1.284520,0) {1.611092,-0.000188,0,1.787088,-0.003174,0,1.736037,-0.135406,0};
VT (1.384000,0.000000,0,1.284594,0.088737,0,1.256000,0.000000,0) {0.043495,-1.576387,0,0.159526,-1.803857,0,0.044591,-1.774624,0};
VT (1.150731,0.312252,0,1.056987,0.372376,0,1.045653,0.280041,0) {0.476301,-1.773325,0,0.691272,-1.860160,0,0.551889,-1.957312,0};
